Gender,Age as of Academic Year 17/18,Current Year (17/18),Proposed Year/Grade (18/19),Year of Admission ,Previous Curriculum (17/18)2,Current School ,Current Curriculum ,Previous year/Grade ,Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 '
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,73.8,100,73.8,89.7,88.3,93.1,63.6,80,87.5,100,61.7,85.6,61.7,93.1,88.3,72.9,88.5,61
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,81.4,100,81.4,94.8,84.5,89.9,61,78,73.8,100,91.3,78,91.3,89.9,91.3,67.3,68.7,56.6
Male,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,80,100,80,92.4,85.6,61.7,56.6,78,81.4,98.6,87.6,90.8,87.6,61.7,87.6,63,92.3,68.8
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,83.2,100,83.2,92.9,88.3,91.3,68.8,79.4,80,100,88.3,90.3,73.3,91.3,89.9,100,89.4,80
Male,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,84.5,88.4,84.5,90.1,79.2,87.6,62.7,79.3,83.2,100,84.5,79.2,90.5,87.6,61.7,63,88.3,78
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,82.5,75,85.6,71,85.6,100,93.1,73.3,64,80,82.6,98.6,85.6,93.1,88.4,73.3,91.3,65.7,83.4,78
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,95,85,88.3,89.9,78,100,89.9,90.5,56.3,92.4,93.3,89.5,88.3,89.9,69.8,90.5,87.6,64,84.8,79.4
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,62.5,97.5,87.5,79.2,89,90.8,100,61.7,88.4,71,90.1,93.3,83.3,79.2,61.7,85,88.4,77.7,64,87.9,79.3
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,90,52.5,85,93.1,75.7,90.3,100,91.3,69.8,64.7,82.6,68.8,95.5,61.7,61.7,77.7,69.8,82.7,62.3,100,80
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,85,70,82.5,89.9,92.4,79.2,95.5,87.6,85,61,93.3,83.7,96.3,91.3,91.3,82.7,85,88.2,72.9,90.9,92.4
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,95,72.5,95,61.7,88.5,93.1,96.3,73.3,77.7,74.2,93.3,77.3,100,87.6,87.6,88.2,77.7,87.5,67.3,91.3,90.1
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,62.5,72.5,91.3,68.7,89.9,100,90.5,82.7,70.6,68.8,88.1,100,73.3,73.3,87.5,82.7,73.8,63,83.3,82.6
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,65,87.6,92.3,61.7,100,88.4,88.2,63.4,83.7,89.7,100,90.5,90.5,73.8,88.2,81.4,100,95,93.3
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,52.5,70,75,73.3,89.4,91.3,100,69.8,87.5,78,77.3,89,98.6,88.4,88.4,81.4,87.5,80,63,92.3,93.3
Male,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,50,72.5,77.5,90.5,88.3,87.6,98.6,85,73.8,70.7,88.1,92,64,69.8,69.8,80,73.8,83.2,65.7,33.3,68.8
Male,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,87.5,85,88.4,83.4,88.3,100,77.7,81.4,69.5,89.7,64,64,85,85,83.2,81.4,84.5,100,95.2,83.7
Male,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,78,84.8,84.5,100,82.7,80,61.7,89,56.3,62.3,77.7,87.6,84.5,80,85.6,100,87.5,77.3
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,90.8,87.9,85.6,98.6,88.2,83.2,91.3,92,71,72.9,82.7,73.3,85.6,83.2,92.3,44.4,85.7,88.1
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,90.3,100,88.3,89.5,87.5,84.5,87.6,92,64.7,67.3,88.2,90.5,88.3,84.5,33.3,75,75,89.7
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,79.2,90.9,79.2,83.3,73.8,85.6,88.3,92,56.3,63,87.5,88.4,79.2,85.6,95.2,61.9,61.9,89
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,93.1,91.3,93.1,100,81.4,78,84.5,88,71,80.2,73.8,69.8,93.1,78,87.5,44.4,44.4,92
Female,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,89.9,83.3,89.9,100,80,90.8,85.6,100,64.7,63,81.4,85,89.9,90.8,85.7,66.7,66.7,92
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,61.7,95,61.7,100,83.2,90.3,88.3,100,61,65.7,80,77.7,61.7,90.3,70.6,57.1,57.1,92
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,91.3,92.3,91.3,100,84.5,79.2,79.2,33.3,74.2,64,83.2,82.7,91.3,79.2,75,100,100,88
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,87.6,33.3,87.6,95.5,85.6,93.1,93.1,66.7,70.6,64,84.5,88.2,87.6,93.1,86.6,100,100,100
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,88.3,95.2,73.3,96.3,78,89.9,89.9,52.4,63.4,62.3,85.6,87.5,73.3,89.9,100,100,100,100
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,87.5,85,84.5,87.5,90.5,100,90.8,61.7,61.7,100,78,72.9,78,73.8,90.5,61.7,100,80.2,80.2,33.3
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,85.6,85.7,88.4,100,90.3,91.3,91.3,100,70.7,67.3,90.8,81.4,88.4,91.3,100,100,100,66.7
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,88.3,70.6,69.8,100,79.2,87.6,87.6,100,69.5,63,90.3,80,78,87.6,75,92.6,92.6,52.4
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,79.2,75,85,98.6,93.1,88.3,73.3,100,61.7,0,79.2,83.2,90.8,88.3,84.6,92.6,92.6,100
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100,91.3,63,93.1,84.5,90.3,84.5,80,68.8,68.8,100
Female,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,89.9,100,82.7,74.7,61.7,85.6,88.4,100,87.6,65.7,89.9,85.6,79.2,85.6,100,80.7,80.7,100
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,61.7,100,88.2,77.5,91.3,88.3,69.8,88.4,88.3,100,61.7,78,93.1,88.3,95.2,75.6,75.6,100
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,91.3,100,87.5,92.2,87.6,79.2,85,71,84.5,100,91.3,90.8,89.9,79.2,95.8,68.7,68.7,100
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,87.6,75,73.8,89.5,88.3,93.1,77.7,89.9,85.6,44.4,87.6,90.3,61.7,93.1,80,79.2,79.2,100
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,65,70,75,73.3,84.6,81.4,83.3,84.5,89.9,82.7,89,88.3,75,88.3,79.2,91.3,89.9,77.3,74.7,74.7,88.4
Female,9,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,90.5,80,80,100,85.6,61.7,79.2,75.7,79.2,61.9,84.5,93.1,87.6,61.7,77.8,77.5,77.5,71
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,90,70,75,88.4,100,83.2,100,88.3,91.3,74.7,92.4,93.1,44.4,85.6,89.9,88.3,91.3,88,92.2,92.2,89.9
Female,11,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,85,80,95,69.8,95.2,84.5,100,79.2,87.6,77.5,88.5,89.9,66.7,88.3,61.7,84.5,87.6,87.3,89.5,98.6,89
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,85,75,60,85,95.8,85.6,100,93.1,73.3,92.2,68.7,61.7,57.1,79.2,91.3,85.6,73.3,92.9,83.3,89.5,75.7
Female,10,Y6,Y7,School 2 Current Student ,British,School 2,British,Year System,75,95,70,77.7,80,78,95.5,89.9,90.5,89.5,92.3,91.3,100,93.1,87.6,88.3,90.5,92.2,83.3,83.3,92.4
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,82.7,77.3,90.8,96.3,61.7,88.4,83.3,89.4,87.6,100,89.9,88.3,79.2,88.4,75.7,64,100,88.5
Male,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,77.2,77.8,90.3,100,91.3,69.8,100,88.3,73.3,100,61.7,84.5,93.1,69.8,83.4,62.3,100,68.7
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,80,88,79.2,100,87.6,85,100,83.4,90.5,80.2,91.3,85.6,89.9,85,79.7,72.9,100,92.3
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,78,87.3,93.1,100,73.3,77.7,100,84.8,88.4,80.2,87.6,61.7,61.7,77.7,89.7,67.3,100,89.4
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,78,92.9,89.9,98.6,90.5,82.7,100,87.9,69.8,92.6,73.3,91.3,91.3,82.7,95.3,63,95.5,88.3
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,65,70,75,79.4,92.2,61.7,85,88.4,88.2,95.5,100,85,92.6,90.5,87.6,87.6,88.2,94.6,100,96.3,83.4
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7,68.8,88.4,73.3,73.3,87.5,77.7,63,100,84.8
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,80,83.4,87.6,87.3,85,73.8,100,91.3,82.7,80.7,69.8,90.5,90.5,73.8,82.7,65.7,100,87.9
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,92.4,79.7,88.3,93.4,77.7,81.4,100,83.3,79.2,75.6,85,88.4,88.4,81.4,33.3,100,100,100
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,50,80,70,90.1,89.7,84.5,88.8,82.7,80,100,95,74.7,68.7,77.7,69.8,69.8,80,83.3,100,98.6,90.9
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,82.6,95.3,85.6,89.7,88.2,83.2,98.6,92.3,77.5,63,93.1,84.5,85,83.2,66.7,44.4,64,91.3
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,90,70,75,89.9,94.6,88.3,94.8,87.5,84.5,85,33.3,92.2,65.7,89.9,85.6,77.7,84.5,60,75,64,83.3
Male,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,85,80,95,61.7,73.8,79.2,92.4,73.8,85.6,89.1,95.2,89.5,100,61.7,78,82.7,85.6,63.6,61.9,62.3,95
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,85,75,60,91.3,83,93.1,92.9,81.4,78,87.3,87.5,83.3,100,91.3,90.8,77.2,84.5,91.3,44.4,72.9,92.3
Male,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,75,95,70,87.6,81.3,89.9,90.1,80,90.8,93.4,85.7,100,44.4,87.6,90.3,80,85.6,87.6,66.7,67.3,33.3
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,73.3,86.7,61.7,100,83.2,83.2,88.8,70.6,100,57.1,100,61.7,98.6,88.4,88.4,100,94.6,90.1
Male,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,90.5,93.3,91.3,100,84.5,84.5,89.7,75,100,100,80.2,91.3,64,69.8,69.8,95.5,73.8,100
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,88.4,93.3,87.6,100,85.6,85.6,94.8,86.6,100,100,89.9,87.6,64,85,85,96.3,83,100
Male,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,69.8,68.8,73.3,100,78,78,92.4,100,95.5,100,61.7,88.3,62.3,77.7,87.6,100,81.3,100
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,85,83.7,90.5,95.5,90.8,90.8,92.9,100,83.3,80.2,91.3,84.5,72.9,82.7,73.3,100,86.7,100
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,65,70,75,77.7,77.3,88.4,96.3,90.3,90.3,90.1,100,100,89.9,83.3,85.6,67.3,88.2,90.5,100,93.3,95.5
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,82.7,88.1,69.8,100,79.2,79.2,100,75,100,61.7,100,88.3,63,87.5,88.4,98.6,93.3,96.3
Male,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,65,70,75,77.2,89.7,85,100,93.1,93.1,100,84.6,100,91.3,100,79.2,80.2,73.8,69.8,79.2,68.8,100
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,80,89,77.7,100,89.9,89.9,100,80,100,87.6,100,93.1,63,81.4,85,74.7,83.7,100
Male,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,78,92,82.7,98.6,61.7,61.7,100,100,95.5,73.3,100,89.9,65.7,80,77.7,77.5,77.3,100
Male,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,78,92,88.2,100,91.3,91.3,95.5,95.2,96.3,90.5,95.5,61.7,64,83.2,82.7,92.2,88.1,98.6
Male,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,50,80,70,79.4,92,87.5,100,87.6,87.6,96.3,95.8,100,88.4,96.3,91.3,64,84.5,88.2,89.5,89.7,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,77.5,62.5,80,79.3,88,73.8,98.6,88.3,88.3,100,80,100,77.2,100,87.6,62.3,85.6,87.5,83.3,89,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,90,70,75,80,82.6,81.4,89.5,84.5,84.5,100,77.3,100,80,100,73.3,72.9,78,73.8,100,92,98.6
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,85,80,95,92.4,100,80,83.3,85.6,85.6,100,77.8,98.6,78,100,90.5,67.3,90.8,81.4,100,92,89.5
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,85,75,60,90.1,100,83.2,100,88.3,88.3,98.6,88,85,78,98.6,88.4,63,90.3,80,100,92,83.3
Female,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,75,95,70,82.6,44.4,84.5,100,79.2,79.2,100,87.3,89.1,79.4,85,69.8,79.2,79.2,83.2,100,88,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,87.5,60,72.5,100,75,85.6,100,93.1,93.1,100,92.9,87.3,79.3,89.1,85,63,93.1,84.5,95.5,82.6,100
Female,12,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,80,70,82.5,100,61.9,78,100,89.9,89.9,98.6,92.2,93.4,80,87.3,77.7,65.7,89.9,85.6,96.3,100,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,44.4,44.4,90.8,95.5,61.7,61.7,89.5,75.7,88.8,92.4,93.4,82.7,100,61.7,78,100,100,100
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,75,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7,90.1,88.8,88.2,100,91.3,90.8,100,44.4,95.5
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,61.9,57.1,79.2,100,87.6,87.6,100,79.7,94.8,82.6,89.7,87.5,44.4,87.6,90.3,100,75,96.3
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,65,70,75,44.4,100,93.1,100,73.3,73.3,100,89.7,92.4,92.6,94.8,73.8,75,88.3,79.2,98.6,61.9,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,66.7,100,89.9,100,90.5,90.5,100,95.3,92.9,92.6,92.4,81.4,61.9,84.5,93.1,85,44.4,100
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,67.5,82.5,75,57.1,100,61.7,98.6,88.4,88.4,100,94.6,90.1,68.8,92.9,80,44.4,85.6,89.9,89.1,66.7,100
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,75,95,85,100,80.2,91.3,64,69.8,69.8,95.5,73.8,100,80.7,90.1,83.2,66.7,88.3,61.7,87.3,57.1,98.6
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,62.5,97.5,87.5,100,89.9,87.6,64,85,85,96.3,83,100,75.6,100,84.5,57.1,79.2,91.3,93.4,100,61.7
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,90,52.5,85,100,61.7,88.3,62.3,77.7,87.6,100,81.3,100,68.7,100,85.6,100,93.1,87.6,88.8,100,91.3
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,85,70,82.5,80.2,91.3,84.5,72.9,82.7,73.3,100,86.7,100,79.2,100,78,100,89.9,88.3,89.7,100,87.6
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,95,72.5,95,89.9,83.3,85.6,67.3,88.2,90.5,100,93.3,95.5,74.7,100,90.8,100,61.7,84.5,94.8,80.2,73.3
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,82.5,62.5,72.5,61.7,100,88.3,63,87.5,88.4,98.6,93.3,96.3,77.5,83.3,90.3,80.2,91.3,85.6,92.4,89.9,90.5
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,65,70,65,91.3,100,79.2,80.2,73.8,69.8,79.2,68.8,100,92.2,100,79.2,80.2,87.6,61.7,92.9,61.7,88.4
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,52.5,70,75,87.6,100,93.1,63,81.4,85,74.7,83.7,100,89.5,100,93.1,92.6,73.3,91.3,90.1,91.3,69.8
Female,10,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,50,72.5,77.5,73.3,100,89.9,65.7,80,77.7,77.5,77.3,100,83.3,100,89.9,92.6,90.5,87.6,100,83.3,85
Female,9,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,75,87.5,85,90.5,95.5,61.7,64,83.2,82.7,92.2,88.1,98.6,100,100,61.7,68.8,88.4,73.3,100,100,77.7
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,88.4,96.3,91.3,64,84.5,88.2,89.5,89.7,100,100,95.5,91.3,80.7,69.8,90.5,100,61.7,82.7
Female,11,Y7,Y8,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,77.2,100,87.6,62.3,85.6,87.5,83.3,89,100,100,96.3,87.6,75.6,85,88.4,100,91.3,89.7
Male,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,80,100,73.3,72.9,78,73.8,100,92,98.6,100,100,88.3,68.7,77.7,69.8,95.5,87.6,83.3
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,65,70,75,78,100,90.5,67.3,90.8,81.4,100,92,89.5,95.5,100,84.5,79.2,82.7,85,96.3,88.3,66.7
Male,11,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,78,98.6,88.4,63,90.3,80,100,92,83.3,96.3,100,85.6,74.7,88.2,77.7,100,77.3,60
Male,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,82.5,72.5,95,79.4,85,69.8,79.2,79.2,83.2,100,88,100,100,98.6,88.3,77.5,87.5,82.7,100,70.4,63.6
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,55,62.5,72.5,79.3,89.1,85,63,93.1,84.5,95.5,82.6,100,100,85,79.2,92.2,73.8,88.2,100,67.2,62.5
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,72.5,70,65,80,87.3,77.7,65.7,89.9,85.6,96.3,100,100,100,89.1,93.1,89.5,81.4,87.5,98.6,59.3,40
Male,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,65,70,75,92.4,93.4,82.7,100,61.7,78,100,100,100,98.6,87.3,89.9,83.3,80,73.8,100,85.6,77.3
Male,11,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,67.5,72.5,77.5,90.1,88.8,88.2,100,91.3,90.8,100,44.4,95.5,85,93.4,61.7,83.3,83.2,81.4,100,76.8,70.4
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,75,55,85,82.6,89.7,87.5,44.4,87.6,90.3,100,75,96.3,89.1,88.8,91.3,78,84.5,80,98.6,75.2,67.2
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,87.5,52.5,82.5,92.6,94.8,73.8,75,88.3,79.2,98.6,61.9,100,87.3,89.7,87.6,90.8,85.6,83.2,89.5,78.6,59.3
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,82.5,60,77.5,92.6,92.4,81.4,61.9,84.5,93.1,85,44.4,100,93.4,94.8,73.3,90.3,78,84.5,83.3,77.6,85.6
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,52.5,65,60,68.8,92.9,80,44.4,85.6,89.9,89.1,66.7,100,88.8,92.4,90.5,79.2,90.8,85.6,100,69.6,76.8
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,55,72.5,62.5,80.7,90.1,83.2,66.7,88.3,61.7,87.3,57.1,98.6,89.7,92.9,88.4,93.1,90.3,78,100,80.5,75.2
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,70,70,95,75.6,100,84.5,57.1,79.2,91.3,93.4,100,61.7,94.8,90.1,69.8,89.9,79.2,90.8,100,59.3,78.6
Male,11,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,85,72.5,72.5,68.7,100,85.6,100,93.1,87.6,88.8,100,91.3,92.4,100,85,61.7,93.1,90.3,100,85.6,77.6
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,82.5,85,70,79.2,100,78,100,89.9,88.3,89.7,100,87.6,92.9,100,77.7,91.3,89.9,79.2,95.5,76.8,69.6
Male,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,95,37.5,85,74.7,100,90.8,100,61.7,84.5,94.8,80.2,73.3,90.1,100,82.7,87.6,61.7,93.1,96.3,75.2,80.5
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,72.5,82.5,82.5,77.5,83.3,90.3,80.2,91.3,85.6,92.4,89.9,90.5,100,100,88.2,88.3,91.3,89.9,100,78.6,78.5
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,65,80,95,92.2,100,79.2,80.2,87.6,61.7,92.9,61.7,88.4,100,78,87.5,84.5,87.6,61.7,100,88.4,77.8
Male,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,75,62.5,72.5,89.5,100,93.1,92.6,73.3,91.3,90.1,91.3,69.8,100,90.8,73.8,85.6,88.3,91.3,100,71,65.4
Male,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,77.5,70,65,83.3,100,89.9,92.6,90.5,87.6,100,83.3,85,100,90.3,81.4,88.3,84.5,87.6,98.6,89.9,68.4
Male,11,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,50,82.5,75,100,100,61.7,68.8,88.4,73.3,100,100,77.7,95.5,79.2,80,79.2,85.6,88.3,64,89,67.5
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,85,80,77.5,100,95.5,91.3,80.7,69.8,90.5,100,61.7,82.7,96.3,93.1,83.2,93.1,88.3,84.5,64,75.7,58
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,82.5,80,50,100,96.3,87.6,75.6,85,88.4,100,91.3,89.7,100,89.9,84.5,89.9,79.2,85.6,62.3,92.4,63.6
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,80,75,85,100,100,88.3,68.7,77.7,69.8,95.5,87.6,83.3,100,61.7,85.6,61.7,93.1,88.3,72.9,88.5,61
Female,11,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,75,95,82.5,95.5,100,84.5,79.2,82.7,85,96.3,88.3,66.7,100,91.3,78,91.3,89.9,91.3,67.3,68.7,56.6
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,95,60,80,96.3,100,85.6,74.7,88.2,77.7,100,77.3,60,98.6,87.6,90.8,87.6,61.7,87.6,63,92.3,68.8
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,60,70,75,100,98.6,88.3,77.5,87.5,82.7,100,70.4,63.6,100,88.3,90.3,73.3,91.3,89.9,100,89.4,80
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,70,72.5,95,100,85,79.2,92.2,73.8,88.2,100,67.2,62.5,100,84.5,79.2,90.5,87.6,61.7,63,88.3,78
Female,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,72.5,85,60,100,89.1,93.1,89.5,81.4,87.5,98.6,59.3,40,98.6,85.6,93.1,88.4,73.3,91.3,65.7,83.4,78
Female,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,85,37.5,70,98.6,87.3,89.9,83.3,80,73.8,100,85.6,77.3,89.5,88.3,89.9,69.8,90.5,87.6,64,84.8,79.4
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,37.5,82.5,72.5,85,93.4,61.7,83.3,83.2,81.4,100,76.8,70.4,83.3,79.2,61.7,85,88.4,77.7,64,87.9,79.3
Female,13,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,82.5,80,85,89.1,88.8,91.3,78,84.5,80,98.6,75.2,67.2,95.5,61.7,61.7,77.7,69.8,82.7,62.3,100,80
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,80,72.5,37.5,87.3,89.7,87.6,90.8,85.6,83.2,89.5,78.6,59.3,96.3,91.3,91.3,82.7,85,88.2,72.9,90.9,92.4
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,62.5,85,82.5,93.4,94.8,73.3,90.3,78,84.5,83.3,77.6,85.6,100,87.6,87.6,88.2,77.7,87.5,67.3,91.3,90.1
Female,12,Y8,Y9,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,88.8,92.4,90.5,79.2,90.8,85.6,100,69.6,76.8,100,73.3,73.3,87.5,82.7,73.8,63,83.3,82.6
